timesteps,episodes,avg_steps_per_episode,mean_reward,best_mean_reward,step_duration
1000,51,19.431372549019606,-120.15686274509804,-inf,12.005853652954102
2000,101,19.77227722772277,-121.09,-120.15686274509804,9.085321187973022
3000,154,19.396103896103895,-104.22,-120.15686274509804,15.894864320755005
4000,207,19.270531400966185,-88.29,-104.22,9.39463758468628
5000,259,19.223938223938223,-91.05,-88.29,14.986175775527954
6000,314,19.101910828025478,-81.1,-88.29,9.13208270072937
7000,370,18.886486486486486,-69.79,-81.1,15.69211721420288
8000,424,18.867924528301888,-61.16,-69.79,9.497873067855835
9000,480,18.745833333333334,-58.91,-61.16,16.418784141540527
10000,534,18.719101123595507,-66.5,-58.91,9.600668668746948
11000,589,18.65195246179966,-58.97,-58.91,16.226440906524658
12000,645,18.58294573643411,-44.62,-58.91,10.33582091331482
13000,701,18.52639087018545,-46.66,-44.62,16.458861112594604
14000,757,18.484808454425362,-48.69,-44.62,9.997575521469116
15000,814,18.416461916461916,-40.82,-44.62,16.054474592208862
16000,867,18.45444059976932,-46.58,-40.82,9.915599584579468
17000,924,18.393939393939394,-41.86,-40.82,16.341232776641846
18000,980,18.35,-36.04,-40.82,10.221556901931763
19000,1035,18.345893719806764,-33.05,-36.04,16.107354879379272
20000,1090,18.33119266055046,-33.55,-33.05,10.37187147140503
21000,1147,18.306887532693985,-40.37,-33.05,16.402184009552002
22000,1202,18.293677204658902,-41.09,-33.05,9.78473162651062
23000,1256,18.29936305732484,-32.25,-33.05,15.237702369689941
24000,1310,18.317557251908397,-30.67,-32.25,9.285021543502808
25000,1365,18.306959706959706,-29.27,-30.67,15.255494594573975
26000,1420,18.307746478873238,-38.62,-29.27,9.27649712562561
27000,1476,18.290650406504064,-34.05,-29.27,15.779440641403198
28000,1531,18.286740692357935,-27.24,-29.27,8.943425416946411
29000,1587,18.26591052299937,-26.2,-27.24,15.530887603759766
30000,1644,18.24330900243309,-28.95,-26.2,9.567615270614624
31000,1698,18.248527679623088,-38.53,-26.2,15.856889486312866
32000,1757,18.20774046670461,-29.66,-26.2,9.50539493560791
33000,1817,18.155200880572373,-23.14,-26.2,15.914274215698242
34000,1872,18.16025641025641,-28.13,-23.14,9.677545309066772
35000,1930,18.131088082901556,-29.74,-23.14,15.43764877319336
36000,1988,18.10211267605634,-25.26,-23.14,9.732722520828247
37000,2046,18.0772238514174,-28.06,-23.14,15.231045484542847
38000,2104,18.060361216730037,-25.64,-23.14,9.560061931610107
39000,2162,18.033302497687327,-20.09,-23.14,15.150544166564941
40000,2219,18.021631365479944,-21.43,-20.09,9.46082091331482
41000,2277,18.00219587176109,-25.04,-20.09,15.429680824279785
42000,2332,18.008147512864493,-23.11,-20.09,9.950888633728027
43000,2385,18.026834381551364,-22.01,-20.09,10.19879412651062
44000,2439,18.04018040180402,-21.26,-20.09,15.859537839889526
45000,2491,18.058610999598553,-23.18,-20.09,9.998016357421875
46000,2545,18.07033398821218,-22.47,-20.09,16.314815521240234
47000,2596,18.098613251155623,-23.25,-20.09,10.46696662902832
48000,2649,18.11853529633824,-21.96,-20.09,16.229631900787354
49000,2703,18.12060673325934,-23.16,-20.09,10.187398433685303
50000,2761,18.106120970662804,-23.46,-20.09,16.13859724998474
51000,2817,18.103301384451544,-19.98,-20.09,10.114314556121826
52000,2873,18.0985033066481,-20.6,-19.98,16.018462657928467
53000,2929,18.09081597814954,-17.81,-19.98,10.331031560897827
54000,2987,18.07566119852695,-18.76,-17.81,16.818681001663208
55000,3045,18.061083743842364,-18.74,-17.81,10.467243194580078
56000,3098,18.071336346029696,-21.99,-17.81,16.334596395492554
57000,3153,18.076117982873456,-21.73,-17.81,10.445967674255371
58000,3208,18.07917705735661,-22.76,-17.81,16.69524312019348
59000,3263,18.076616610481153,-19.66,-17.81,9.956042051315308
60000,3319,18.074721301596867,-18.57,-17.81,15.919259786605835
61000,3373,18.083605099318113,-18.59,-17.81,9.508834600448608
62000,3430,18.07405247813411,-18.42,-17.81,15.525614023208618
63000,3484,18.081228473019518,-18.68,-17.81,9.322234153747559
64000,3535,18.103253182461103,-19.6,-17.81,16.01482343673706
65000,3586,18.126045733407697,-20.79,-17.81,9.459290266036987
66000,3632,18.169603524229075,-22.72,-17.81,15.916360139846802
67000,3678,18.21152800435019,-23.74,-17.81,9.988609552383423
68000,3726,18.24610842726785,-25.27,-17.81,15.735546350479126
69000,3772,18.291092258748673,-25.07,-17.81,9.895980834960938
70000,3813,18.35588775242591,-23.12,-17.81,15.452673196792603
71000,3854,18.41774779449922,-24.91,-17.81,9.476094245910645
72000,3898,18.466906105695227,-25.38,-17.81,15.72915267944336
73000,3939,18.53033764914953,-24.71,-17.81,9.077574491500854
74000,3974,18.61524911927529,-25.86,-17.81,15.997817277908325
75000,4011,18.69060084766891,-26.42,-17.81,9.667850255966187
76000,4048,18.767045454545453,-27.04,-17.81,16.02923345565796
77000,4081,18.862533692722373,-28.88,-17.81,9.836690425872803
78000,4111,18.97153977134517,-30.68,-17.81,15.833965301513672
79000,4139,19.086252718047838,-33.77,-17.81,10.050008296966553
80000,4166,19.19995199231877,-34.59,-17.81,15.436816215515137
81000,4190,19.328400954653937,-37.71,-17.81,9.619410037994385
82000,4216,19.444971537001898,-37.71,-17.81,15.696552515029907
83000,4234,19.597779877184696,-41.43,-17.81,9.403713464736938
84000,4255,19.73936545240893,-43.52,-17.81,14.647324323654175
85000,4275,19.88187134502924,-47.83,-17.81,8.587085247039795
86000,4296,20.013500931098697,-47.93,-17.81,8.683151483535767
87000,4309,20.169180784404734,-53.33,-17.81,14.815393686294556
88000,4324,20.345744680851062,-56.54,-17.81,8.931855916976929
89000,4335,20.510726643598616,-60.33,-17.81,14.503209352493286
90000,4347,20.689210950080515,-64.89,-17.81,8.440396785736084
91000,4355,20.841561423650976,-68.95,-17.81,14.518250942230225
92000,4361,21.03508369639991,-75.05,-17.81,8.48536229133606
93000,4373,21.26183398124857,-81.68,-17.81,14.773569822311401
94000,4384,21.43978102189781,-85.76,-17.81,8.491684913635254
95000,4388,21.611668185961715,-92.66,-17.81,14.400919437408447
96000,4395,21.834357224118317,-117.24,-17.81,8.485965490341187
97000,4401,22.030220404453534,-122.61,-17.81,14.293288707733154
98000,4406,22.20494779845665,-126.84,-17.81,8.318615198135376
99000,4412,22.430417044424296,-133.41,-17.81,14.444034337997437
100000,4420,22.61266968325792,-138.95,-17.81,8.559438943862915
