#{"t_start": 1748581664.4593945, "env_id": "Maze-v0"}
r,l,t
-187.0,17,3.015368
-231.0,21,3.256109
-165.0,15,3.435881
-154.0,14,3.613029
-187.0,17,3.815161
-176.0,16,4.025214
-264.0,24,4.262015
-231.0,21,4.471975
-165.0,15,4.641933
-198.0,18,4.810243
-264.0,24,5.060026
-209.0,19,5.284745
-187.0,17,5.472157
-176.0,16,5.639192
-275.0,25,5.914927
-209.0,19,6.09567
-264.0,24,6.336439
-176.0,16,6.520234
-242.0,22,6.731044
-220.0,20,6.928136
-231.0,21,7.166795
-220.0,20,7.377294
-154.0,14,7.499027
-209.0,19,7.669324
-176.0,16,7.828143
-220.0,20,8.032743
-143.0,13,8.153286
-176.0,16,8.306124
-231.0,21,8.512908
-143.0,13,8.624372
-286.0,26,8.868057
-308.0,28,9.104114
-275.0,25,9.324455
-209.0,19,9.531967
-132.0,12,9.659187
-286.0,26,9.943898
-220.0,20,10.131952
-209.0,19,10.336169
-242.0,22,10.598031
-242.0,22,10.828727
-198.0,18,11.002118
-176.0,16,11.206562
-121.0,11,11.313368
-165.0,15,11.412638
-165.0,15,11.554412
-209.0,19,11.828522
-187.0,17,12.035821
-220.0,20,12.296887
-154.0,14,12.465129
-209.0,19,12.668294
-143.0,13,12.811114
-198.0,18,12.974316
-231.0,21,13.155552
-275.0,25,13.433274
-242.0,22,13.680193
-319.0,29,13.932254
-143.0,13,14.091383
-297.0,27,14.390542
-275.0,25,14.664189
-132.0,12,14.813201
-176.0,16,14.985461
-154.0,14,15.136282
-209.0,19,15.287007
-209.0,19,15.469666
-242.0,22,15.695472
-187.0,17,15.880305
-187.0,17,16.053182
-231.0,21,16.244652
-154.0,14,16.386716
-220.0,20,16.595188
-242.0,22,16.91858
-253.0,23,17.305589
-165.0,15,17.511542
-264.0,24,17.796743
-187.0,17,17.98668
-143.0,13,18.152867
-242.0,22,18.350806
-143.0,13,18.457468
-286.0,26,18.716172
-220.0,20,18.913412
-264.0,24,19.100353
-220.0,20,19.240881
-275.0,25,19.42365
-165.0,15,19.567785
-165.0,15,19.693981
-143.0,13,19.807009
-253.0,23,20.038001
-209.0,19,20.23746
-275.0,25,20.448517
-209.0,19,20.617587
-187.0,17,20.789496
-154.0,14,20.928594
-209.0,19,21.119958
-154.0,14,21.229055
-187.0,17,21.388659
-176.0,16,21.529093
-154.0,14,21.641542
-242.0,22,21.867665
-198.0,18,22.05409
-165.0,15,22.223935
-220.0,20,22.421957
-220.0,20,22.601245
-176.0,16,22.721689
-253.0,23,22.915939
-275.0,25,23.126461
-275.0,25,23.351906
-253.0,23,23.537372
-275.0,25,29.397969
-187.0,17,29.563532
-143.0,13,29.685971
-110.0,10,29.794289
-187.0,17,29.95868
-143.0,13,30.065882
-143.0,13,30.216828
-154.0,14,30.391497
-231.0,21,30.589619
-231.0,21,30.771848
-187.0,17,30.931327
-209.0,19,31.174307
-165.0,15,31.308794
-165.0,15,31.464642
-154.0,14,31.587844
-286.0,26,31.806629
-176.0,16,31.948779
-176.0,16,32.109273
-231.0,21,32.282154
-165.0,15,32.490413
-165.0,15,32.694995
