#{"t_start": 1748630384.8521762, "env_id": "Maze-v0"}
r,l,t
-30.0,19,1.400817
-37.0,24,1.455888
-29.0,22,1.508757
-21.0,11,1.536995
-16.0,16,1.575324
-16.0,14,1.609161
-51.0,33,1.680003
-20.0,20,1.727226
-30.0,24,1.786351
-26.0,19,1.842023
-32.0,22,1.895962
-19.0,16,1.933567
-13.0,14,1.965483
-32.0,22,2.023229
-15.0,16,2.061827
-20.0,17,2.103898
-15.0,16,2.140471
-18.0,17,2.182027
-12.0,16,2.222186
-42.0,28,2.28231
-9.0,11,2.312915
-43.0,28,2.385357
-17.0,18,2.429342
-8.0,16,2.475589
-33.0,23,2.553924
-26.0,22,2.604137
-32.0,23,2.656131
-16.0,17,2.697232
-14.0,15,2.739748
-38.0,25,2.795838
-18.0,19,2.841658
-18.0,19,2.895245
-15.0,15,2.932825
-27.0,22,2.982772
-19.0,16,3.019054
-20.0,19,3.073879
-14.0,17,3.115828
-22.0,20,3.164176
-43.0,28,3.226573
-22.0,19,3.268529
-17.0,15,3.305399
-28.0,22,3.362115
-16.0,15,3.398041
-16.0,16,3.435975
-29.0,20,3.480911
-26.0,22,3.531483
-22.0,18,3.5746
-26.0,17,3.615226
-15.0,16,3.654392
-15.0,16,3.696937
-4.0,12,3.727514
-8.0,11,3.758007
-50.0,32,4.306684
-17.0,14,4.343809
-34.0,24,4.408693
-32.0,22,4.467006
-24.0,17,4.517639
-10.0,12,4.565218
-32.0,24,4.639386
-26.0,19,4.694648
-27.0,19,4.747634
-23.0,16,4.789106
-24.0,19,4.850858
-22.0,18,4.896565
-14.0,13,4.932964
-18.0,18,4.98039
-26.0,21,5.029994
-26.0,19,5.074807
-25.0,21,5.122126
-27.0,19,5.167307
-34.0,22,5.218884
-36.0,27,5.276801
-24.0,22,5.329793
-38.0,26,5.387403
-14.0,16,5.432765
-35.0,24,5.488901
-27.0,19,5.53073
-34.0,24,5.585286
-10.0,13,5.619131
-24.0,18,5.66507
-10.0,13,5.700125
-33.0,23,5.75239
-16.0,15,5.79003
-26.0,20,5.840168
-12.0,15,5.877906
-29.0,19,5.928716
-30.0,24,5.985658
-44.0,31,6.054752
-38.0,25,6.113334
-20.0,17,6.157151
-33.0,19,6.199524
-14.0,12,6.22966
-55.0,33,6.304906
-22.0,19,6.349895
-25.0,20,6.400597
-24.0,21,6.451613
-22.0,19,6.499877
-14.0,16,6.540306
-7.0,11,6.569787
-11.0,16,6.611756
-46.0,32,6.707396
-21.0,16,6.751761
-14.0,15,6.790774
