#{"t_start": 1748460623.997538, "env_id": "Maze-v0"}
r,l,t
-1721.0,39,1.348731
-2238.0,42,1.394636
-3300.0,45,1.445558
-3412.0,48,1.49572
-2641.0,44,1.551369
-2057.0,43,1.600985
-1902.0,43,1.649093
-1927.0,43,1.702022
-1990.0,40,1.758155
-1966.0,44,1.812068
-2332.0,43,1.857236
-1856.0,44,1.904614
-2667.0,43,1.951536
-2668.0,47,2.004825
-2131.0,44,2.056237
-1848.0,42,2.101991
-1698.0,37,2.143481
-1898.0,42,2.183682
-1905.0,40,2.220307
-3820.0,45,2.261807
-1957.0,43,2.31392
-2790.0,40,2.369805
-2475.0,40,2.420193
-2156.0,39,2.45687
-2119.0,41,2.494103
-2215.0,40,2.534152
-1653.0,37,2.568808
-2580.0,45,2.611355
-1970.0,40,2.662105
-3139.0,51,2.719248
-2575.0,45,2.766172
-1834.0,41,2.806418
-2455.0,45,2.850919
-2258.0,47,2.897196
-2008.0,42,2.937268
-2513.0,42,2.976417
-2082.0,38,3.0118
-2008.0,37,3.046856
-1987.0,43,3.08736
-1958.0,42,3.125994
-2105.0,50,3.173236
-1923.0,47,3.222291
-1966.0,44,3.272425
-1445.0,35,3.308789
-1938.0,37,3.346279
-2559.0,56,3.403488
-1836.0,44,3.450681
-1749.0,46,5.416851
-2307.0,43,5.45719
-1823.0,42,5.497607
-2314.0,41,5.536196
-3072.0,48,5.583452
-2410.0,45,5.630144
-1861.0,39,5.67131
-1860.0,40,5.71214
-2522.0,43,5.755598
-2205.0,40,5.798154
-1847.0,48,5.857431
-2531.0,39,5.900292
-1753.0,37,5.936384
-2153.0,42,5.975771
-1749.0,41,6.014605
-1784.0,41,6.052565
-1766.0,39,6.089202
-1522.0,33,6.122086
-1523.0,42,6.162286
-1641.0,39,6.198709
-1743.0,37,6.233556
-2546.0,39,6.272077
-2494.0,41,6.311629
-1424.0,36,6.345664
-1235.0,35,6.379277
-2024.0,41,6.419686
-2127.0,43,6.460843
-2371.0,44,6.502681
-1670.0,45,6.545107
-2725.0,50,6.589636
-2392.0,43,6.629584
-1764.0,46,6.672637
-1972.0,43,6.712049
-2297.0,43,6.752157
-1944.0,41,6.790729
-1270.0,35,6.822944
-1750.0,45,6.864562
-2316.0,39,6.900762
-2235.0,40,6.945089
-2258.0,37,6.982851
-3004.0,41,7.01994
-1745.0,45,7.061208
-1545.0,40,7.106511
-2323.0,42,7.161131
-1443.0,44,7.212741
-1709.0,41,7.260065
-1641.0,39,7.305919
-3142.0,53,7.358764
-2218.0,42,7.404585
-2157.0,43,7.454457
-2248.0,42,9.050781
-1649.0,36,9.085725
-1335.0,40,9.125201
-1793.0,42,9.170485
-1560.0,35,9.208561
-1606.0,39,9.249521
-1708.0,42,9.295455
-1245.0,38,9.342739
-2777.0,43,9.385478
-2871.0,49,9.433424
-2123.0,37,9.47239
-3013.0,42,9.514109
-2895.0,45,9.555835
-2571.0,39,9.594477
-1562.0,43,9.645379
-1382.0,33,9.680047
-2067.0,48,9.732648
-1969.0,46,9.778198
-1431.0,41,9.822959
-2203.0,42,9.866097
-1716.0,39,9.910405
-1660.0,40,9.967697
-2612.0,48,10.024158
-1967.0,43,10.068023
-1815.0,40,10.110703
-2020.0,40,10.151746
-2122.0,48,10.204302
-1402.0,44,10.249748
-1357.0,38,10.294011
-2418.0,42,10.339818
-1600.0,40,10.380678
-1275.0,46,10.424957
-1749.0,36,10.460473
-1299.0,41,10.510156
-2023.0,42,10.555306
-1750.0,45,10.606622
-3376.0,49,10.656452
-1931.0,44,10.70449
-2398.0,47,10.752619
-1810.0,45,10.795606
-1309.0,41,10.834764
-1736.0,39,10.87516
-2089.0,41,10.920428
-2151.0,39,10.962243
-2179.0,41,11.005175
-1846.0,39,11.041851
-2191.0,44,11.082294
-1710.0,45,11.124603
-1854.0,41,11.164348
-1527.0,48,12.513964
-1523.0,37,12.54901
-1605.0,40,12.587489
-1312.0,43,12.630289
-1708.0,42,12.678843
-1647.0,43,12.726517
-1603.0,42,12.77337
-1902.0,43,12.815805
-2020.0,40,12.854573
-1436.0,39,12.89231
-1766.0,39,12.929393
-1826.0,39,12.966849
-2140.0,40,13.007024
-1902.0,43,13.04971
-2635.0,45,13.091161
-2337.0,48,13.142184
-1738.0,42,13.18233
