timesteps,episodes,avg_steps_per_episode,mean_reward,best_mean_reward,step_duration
1000,49,20.387755102040817,-25.73469387755102,-inf,9.471437692642212
2000,96,20.677083333333332,-26.427083333333332,-25.73469387755102,5.31602931022644
3000,147,20.3265306122449,-26.4,-25.73469387755102,9.941678524017334
4000,198,20.11111111111111,-25.46,-25.73469387755102,5.5296149253845215
5000,251,19.91235059760956,-24.69,-25.46,9.638066530227661
6000,305,19.64262295081967,-23.52,-24.69,5.321646690368652
7000,362,19.334254143646408,-21.72,-23.52,9.539450407028198
8000,418,19.138755980861244,-21.23,-21.72,5.642720699310303
9000,477,18.855345911949687,-21.15,-21.23,10.310481071472168
10000,537,18.620111731843576,-20.11,-21.15,6.266801118850708
11000,600,18.333333333333332,-18.95,-20.11,10.06659984588623
12000,663,18.092006033182503,-17.95,-18.95,6.0817859172821045
13000,729,17.82167352537723,-17.14,-17.95,9.898353815078735
14000,795,17.59748427672956,-16.22,-17.14,6.560375452041626
15000,865,17.32601156069364,-15.33,-16.22,11.224649429321289
16000,938,17.054371002132196,-14.49,-15.33,5.895410776138306
17000,1014,16.757396449704142,-13.76,-14.49,10.261494398117065
18000,1094,16.450639853747713,-13.0,-13.76,6.567389011383057
19000,1175,16.16936170212766,-12.76,-13.0,9.560850620269775
20000,1258,15.897456279809221,-12.54,-12.76,6.111405372619629
21000,1341,15.656226696495153,-12.29,-12.54,11.057347297668457
22000,1424,15.445926966292134,-12.34,-12.29,6.141567945480347
23000,1507,15.25613802256138,-12.09,-12.29,10.343719244003296
24000,1591,15.084223758642363,-12.0,-12.09,6.481203317642212
25000,1674,14.931302270011948,-12.0,-12.0,10.847570180892944
26000,1757,14.793966989186112,-12.12,-12.0,6.526420593261719
27000,1840,14.669021739130434,-12.03,-12.0,12.835642337799072
28000,1924,14.553014553014552,-12.31,-12.0,7.5567946434021
29000,2007,14.448430493273543,-12.31,-12.0,11.206488609313965
30000,2090,14.352153110047848,-12.02,-12.0,7.559152841567993
31000,2173,14.262310170271514,-12.0,-12.0,11.788780689239502
32000,2257,14.178112538768277,-12.0,-12.0,6.607494115829468
33000,2340,14.1008547008547,-12.0,-12.0,10.751765489578247
34000,2423,14.028889806025589,-12.0,-12.0,7.145776271820068
35000,2507,13.960510570402873,-12.09,-12.0,11.024832248687744
36000,2590,13.897683397683398,-12.0,-12.0,6.654893398284912
37000,2673,13.841750841750843,-12.18,-12.0,10.567815780639648
38000,2751,13.80952380952381,-12.64,-12.0,6.187797784805298
39000,2830,13.780565371024736,-12.71,-12.0,10.598817110061646
40000,2913,13.73051836594576,-12.08,-12.0,6.359608173370361
41000,2996,13.682576769025367,-12.02,-12.0,11.391605615615845
42000,3079,13.637219876583305,-12.0,-12.0,7.391747951507568
