#{"t_start": 1748637646.1196766, "env_id": "Maze-v0"}
r,l,t
-18.0,17,1.342125
-23.0,19,1.392161
-26.0,19,1.439647
-21.0,17,1.480077
-15.0,16,1.51752
-15.0,15,1.554177
-14.0,15,1.592772
-19.0,16,1.633315
-28.0,22,1.683281
-30.0,24,1.740618
-24.0,18,1.78459
-19.0,15,1.838884
-26.0,23,1.907032
-31.0,22,1.962002
-49.0,32,2.030346
-14.0,16,2.077036
-30.0,22,2.135401
-21.0,14,2.172409
-8.0,12,2.202693
-18.0,16,2.241972
-26.0,20,2.294183
-15.0,14,2.327522
-29.0,19,2.375137
-31.0,21,2.43948
-12.0,14,2.477736
-17.0,17,2.518058
-14.0,16,2.555891
-12.0,14,2.590849
-52.0,34,2.67142
-26.0,21,2.729333
-20.0,22,2.786471
-20.0,17,2.826779
-10.0,13,2.860287
-21.0,21,2.91959
-35.0,24,2.97397
-23.0,19,3.018427
-22.0,16,3.05674
-21.0,15,3.092948
-21.0,16,3.137027
-26.0,23,3.192872
-31.0,21,3.244059
-24.0,19,3.294752
-26.0,17,3.341786
-30.0,22,3.395991
-38.0,24,3.457451
-36.0,24,3.5128
-23.0,18,3.553041
-34.0,24,3.6077
-50.0,31,3.680105
-26.0,20,3.726373
-43.0,26,3.785952
-2.0,14,4.258883
-36.0,24,4.315096
-21.0,17,4.355084
-36.0,26,4.414605
-31.0,22,4.474039
-39.0,25,4.532623
-22.0,18,4.575881
-21.0,19,4.622392
-22.0,18,4.66818
-13.0,11,4.698281
-12.0,16,4.741689
-40.0,27,4.802333
-10.0,15,4.841625
-12.0,15,4.878899
-27.0,20,4.934825
-21.0,18,4.981741
-28.0,20,5.027767
-20.0,17,5.069595
-18.0,18,5.114827
-14.0,15,5.161149
-33.0,19,5.2079
-20.0,19,5.257657
-29.0,18,5.304039
-21.0,18,5.345798
-33.0,23,5.398035
-41.0,28,5.457553
-34.0,21,5.50793
-22.0,19,5.552747
-28.0,18,5.602187
-21.0,17,5.648619
-20.0,20,5.697403
-22.0,20,5.751445
-24.0,20,5.800722
-22.0,19,5.845756
-36.0,25,5.907295
-20.0,16,5.946679
-33.0,20,6.00068
-18.0,19,6.050805
-22.0,18,6.096725
-30.0,22,6.146235
-39.0,24,6.206023
-39.0,24,6.260358
-35.0,24,6.317986
-29.0,21,6.37031
-30.0,24,6.430008
-26.0,22,6.480617
-34.0,23,6.541407
-24.0,18,6.583666
-14.0,15,6.62233
-22.0,20,6.673046
-31.0,23,6.727858
-27.0,23,6.784619
-22.0,19,6.836864
-8.0,13,8.538786
-21.0,14,8.57609
-26.0,20,8.624482
-16.0,14,8.665547
-22.0,18,8.706248
-27.0,20,8.750675
-15.0,16,8.789259
-15.0,18,8.839761
-15.0,14,8.874179
-17.0,15,8.915367
-19.0,17,8.957565
-20.0,16,8.995765
-20.0,17,9.039216
-8.0,14,9.076816
-10.0,14,9.114611
-16.0,17,9.162067
-14.0,14,9.199504
-18.0,17,9.238405
-21.0,18,9.283088
-10.0,15,9.324578
-12.0,13,9.355536
-14.0,14,9.394909
-23.0,16,9.436163
-26.0,19,9.480153
-7.0,11,9.508287
-17.0,15,9.54801
-30.0,25,9.608038
-37.0,25,9.673303
-8.0,11,9.706268
-8.0,14,9.741308
-20.0,19,9.790822
-34.0,25,9.852147
-10.0,14,9.89477
-30.0,19,9.946823
-18.0,15,9.983202
-19.0,20,10.039639
-16.0,14,10.074191
-18.0,18,10.137803
-31.0,22,10.201556
-25.0,19,10.248837
-28.0,23,10.307102
-18.0,19,10.350978
-22.0,18,10.401273
-14.0,16,10.445877
-18.0,17,10.485321
4.0,11,10.517012
-27.0,19,10.562501
-28.0,21,10.616971
-12.0,15,10.659329
-16.0,18,10.707657
-19.0,16,10.74431
-15.0,14,10.778419
-13.0,13,10.811272
-14.0,17,10.850667
-13.0,13,10.881916
-10.0,13,10.919124
-17.0,16,10.960578
-11.0,12,11.009186
-16.0,16,11.049873
-15.0,14,11.089275
-12.0,14,11.124899
-30.0,23,11.181826
-10.0,15,11.225955
-8.0,13,11.259313
-22.0,17,11.299675
-30.0,23,11.358164
-20.0,16,11.406091
-12.0,15,11.442423
-20.0,19,11.491362
-8.0,14,11.525994
-18.0,19,11.571722
-21.0,17,11.61157
-13.0,15,11.652942
-30.0,20,11.70329
-12.0,16,11.744982
-8.0,12,11.774614
-15.0,16,11.815037
-16.0,15,11.850421
-11.0,14,11.889731
-26.0,21,11.941483
-30.0,22,11.990686
-14.0,17,12.035606
-17.0,14,12.068113
-22.0,21,12.117146
-5.0,14,12.159477
-16.0,17,12.209334
-15.0,13,12.252772
-8.0,15,12.295675
-7.0,11,12.323228
-22.0,19,12.366472
-24.0,19,12.418207
-22.0,19,12.462114
-30.0,20,12.506379
-21.0,17,12.544234
-18.0,13,12.57747
-19.0,16,12.620766
