#{"t_start": 1748599542.8027062, "env_id": "Maze-v0"}
r,l,t
-18.0,18,54.769705
-12.0,12,54.884353
-14.0,14,55.005717
-22.0,22,55.235484
-30.0,20,55.433725
-18.0,18,55.594112
-13.0,15,55.718717
-11.0,11,55.803063
-18.0,18,55.917003
-13.0,13,55.997903
-18.0,18,56.153415
-21.0,21,56.281837
-20.0,22,56.415706
-17.0,17,56.506624
-24.0,14,56.601495
-14.0,14,56.678335
-15.0,15,56.775429
-31.0,21,56.899458
-15.0,14,57.021855
-19.0,21,57.176147
-16.0,18,57.304159
-17.0,17,57.458049
-23.0,13,57.578493
-10.0,12,57.679059
-20.0,20,57.83004
-23.0,13,57.923941
-15.0,17,58.036635
-15.0,15,58.148129
-12.0,12,58.238273
-13.0,13,58.346314
-24.0,24,58.5181
-14.0,14,58.627746
-21.0,11,58.686794
-17.0,17,58.767809
-14.0,14,58.840471
-23.0,23,58.958361
-13.0,15,59.040513
-17.0,17,59.126982
-17.0,17,59.201255
-20.0,20,59.34507
-18.0,18,59.495115
-27.0,17,59.616214
-12.0,12,59.732296
-13.0,13,59.835654
-17.0,17,59.976204
-12.0,12,60.060539
-15.0,15,60.170576
-13.0,13,60.255414
-15.0,15,60.322077
-13.0,13,60.396886
-12.0,12,60.451618
-31.0,21,60.561059
-15.0,15,60.627842
-15.0,15,60.699497
-25.0,24,60.817416
-14.0,14,60.880289
-12.0,12,60.951354
-11.0,11,61.006459
-16.0,16,61.108042
-16.0,16,61.184464
-14.0,14,61.273345
-12.0,12,61.334828
-15.0,15,61.411576
-21.0,21,61.514123
-25.0,15,61.635888
-13.0,13,61.71933
-23.0,23,61.857697
-15.0,15,61.967077
-11.0,11,62.037843
-18.0,18,62.134784
-25.0,15,62.204481
-25.0,15,62.283602
-15.0,15,62.370934
-13.0,13,62.448504
-16.0,16,62.542624
-29.0,19,62.646318
-20.0,20,62.755541
-18.0,18,62.848009
-14.0,14,62.928893
-22.0,22,63.044304
-16.0,16,63.139014
-14.0,14,63.210774
-17.0,17,63.326795
-13.0,13,63.423497
-23.0,13,63.536278
-15.0,15,63.651427
-20.0,20,63.836399
-18.0,18,63.962534
-16.0,16,64.080804
-28.0,18,64.181123
-16.0,16,64.26384
-18.0,18,64.380947
-23.0,13,64.440739
-12.0,12,64.50968
-21.0,21,64.63255
-13.0,13,64.723157
-14.0,14,64.802641
-16.0,16,69.022955
-23.0,13,69.110278
-22.0,22,69.262464
-14.0,14,69.397413
-19.0,19,69.573265
-32.0,22,69.752176
-13.0,13,69.858881
-14.0,14,70.027742
-14.0,14,70.164872
-26.0,16,70.331967
-16.0,16,70.489373
-12.0,12,70.603271
-14.0,14,70.713874
-27.0,17,70.84526
-18.0,18,70.961933
-21.0,11,71.063884
-26.0,16,71.195412
-13.0,13,71.292218
-14.0,14,71.423496
-30.0,20,71.571396
-14.0,14,71.715464
-16.0,16,71.854747
-13.0,13,71.962099
-13.0,13,72.057695
-10.0,10,72.140603
-15.0,15,72.226219
-7.0,6,72.269237
-14.0,14,72.386092
-13.0,13,72.493818
-26.0,16,72.614805
-13.0,13,72.720835
-21.0,21,72.909362
-18.0,18,73.031916
-41.0,31,73.246474
-15.0,15,73.366641
-11.0,11,73.473285
-23.0,13,73.590953
-14.0,14,73.735116
-13.0,13,73.816421
-14.0,14,73.911301
-20.0,20,74.049898
-15.0,15,74.165599
-34.0,12,74.259302
-13.0,13,74.35504
-12.0,12,74.452681
-17.0,17,74.573
-11.0,10,74.631902
-27.0,17,74.723292
-14.0,14,74.817457
-17.0,17,74.941921
-29.0,19,75.081982
-23.0,13,75.171547
-13.0,13,75.254028
-28.0,18,75.394229
-23.0,13,75.506837
-15.0,15,75.644411
-14.0,14,75.744508
-19.0,19,75.89053
-17.0,17,76.028689
-13.0,13,76.118564
-19.0,19,76.251854
-22.0,12,76.334394
-18.0,18,76.470089
-14.0,14,76.578505
-14.0,14,76.68783
-13.0,13,76.7837
-12.0,12,76.88298
-12.0,12,76.981517
