#{"t_start": 1748628325.6224668, "env_id": "Maze-v0"}
r,l,t
-17.0,19,3.04729
-23.0,13,3.184153
-38.0,21,3.359806
-26.0,21,3.550178
-31.0,16,3.671
-2.0,2,3.687077
0.0,1,3.693218
-17.0,17,3.813456
-17.0,17,3.917946
-46.0,23,4.116947
-18.0,18,4.246872
-42.0,26,4.431034
-32.0,17,4.573078
-10.0,10,4.633605
-34.0,18,4.796835
-32.0,19,4.975064
-32.0,16,5.106702
-19.0,19,5.222499
-11.0,11,5.330421
-19.0,16,5.441646
-17.0,12,5.541899
-26.0,14,5.66324
-15.0,15,5.757332
-32.0,18,5.890622
-9.0,9,5.973488
0.0,1,5.980045
0.0,1,5.986695
-46.0,25,6.166653
-14.0,16,6.301802
0.0,1,6.309387
-30.0,23,6.460413
0.0,1,6.46832
-25.0,25,6.637794
-21.0,14,6.718726
-20.0,20,6.853972
-21.0,21,7.019572
-7.0,7,7.073617
-16.0,18,7.175912
0.0,1,7.182459
-30.0,16,7.281486
-17.0,15,7.389711
-8.0,8,7.437619
-34.0,18,7.591959
-18.0,20,7.771962
-28.0,14,7.87984
-24.0,17,8.056933
0.0,1,8.066285
0.0,1,8.077905
-34.0,18,8.23308
-26.0,16,8.381666
-9.0,17,8.491062
-22.0,14,8.602479
-21.0,21,8.75771
-21.0,20,8.912655
-12.0,18,9.022809
-6.0,6,9.077726
-44.0,23,9.235373
-19.0,12,9.361331
-40.0,21,9.516643
-23.0,18,9.628015
-18.0,18,9.789268
-14.0,16,9.934005
-19.0,19,10.061471
-17.0,17,10.219935
-22.0,17,10.321484
-18.0,18,10.439726
-24.0,19,10.576117
-38.0,19,10.728918
-16.0,14,10.871573
-9.0,11,10.95458
-20.0,16,11.109117
-23.0,17,11.237828
-46.0,24,11.393622
-14.0,14,11.476745
0.0,1,11.490338
-23.0,17,11.612229
-34.0,17,11.733682
-18.0,18,11.872275
-30.0,15,11.983406
-31.0,20,12.150123
-40.0,22,12.366032
0.0,1,12.377655
-22.0,22,12.527114
-40.0,20,12.705532
-48.0,24,12.944352
-27.0,19,13.177914
-42.0,22,13.33726
-18.0,16,13.445201
-11.0,12,13.533676
-12.0,12,13.628418
-16.0,20,13.782868
-20.0,19,13.927891
-30.0,15,14.03562
-8.0,14,14.156562
-44.0,24,14.325251
-36.0,19,14.462555
-18.0,10,14.539174
-32.0,21,14.713222
-16.0,16,14.822611
-15.0,17,14.953539
-50.0,26,15.15972
-7.0,5,15.192301
-42.0,23,15.366956
-36.0,18,15.487648
-20.0,19,15.614016
-3.0,3,15.647879
-22.0,12,15.72243
0.0,1,15.729226
-28.0,23,15.921621
-26.0,16,16.017502
-3.0,3,16.036253
-16.0,16,16.218795
-21.0,20,16.377229
0.0,1,16.385437
-35.0,23,16.53746
-19.0,19,16.710502
-36.0,20,16.840004
-28.0,18,16.961715
-14.0,16,17.096399
-30.0,19,17.254716
-21.0,19,17.400591
-12.0,14,17.489789
-22.0,12,17.580349
-52.0,27,17.766676
-12.0,14,17.874715
-32.0,16,18.010038
-35.0,24,18.188725
-28.0,17,18.311942
0.0,1,18.32211
-25.0,14,18.420723
-5.0,5,18.450439
-13.0,15,18.538223
-60.0,30,24.923975
-34.0,18,25.098562
-36.0,20,25.249779
-1.0,1,25.262263
-40.0,20,25.395145
-27.0,17,25.553138
-35.0,25,25.768637
-44.0,22,25.94225
-52.0,26,26.140085
-69.0,37,26.437876
-18.0,18,26.570911
-32.0,19,26.735702
-9.0,11,26.845031
0.0,1,26.853774
-30.0,15,27.009066
-44.0,26,27.295035
-31.0,18,27.463209
-7.0,7,27.534382
-37.0,25,27.783172
-36.0,24,27.985874
-19.0,14,28.094027
-16.0,15,28.183248
-42.0,21,28.371837
-12.0,14,28.470779
-16.0,16,28.575337
-7.0,7,28.622168
-37.0,20,28.777574
-29.0,19,28.929278
-15.0,15,29.040604
-26.0,26,29.263906
-22.0,13,29.376243
-32.0,17,29.519452
-18.0,14,29.608031
-32.0,16,29.713903
-31.0,18,29.851675
-22.0,21,30.006106
-31.0,19,30.167429
-15.0,15,30.273379
-12.0,14,30.36884
-56.0,30,30.589736
-18.0,14,30.679666
-11.0,15,30.804497
-24.0,13,30.919806
0.0,1,30.933351
-36.0,19,31.075316
-31.0,16,31.175787
-29.0,15,31.295961
-12.0,11,31.380622
-25.0,13,31.487885
-27.0,18,31.611694
-27.0,27,31.809682
0.0,1,31.81765
0.0,1,31.824606
-13.0,15,31.935197
-40.0,20,32.092606
-34.0,17,32.269868
-15.0,16,32.394485
